movie_id,title,genres,title_length,text_for_embedding,clean_text,text_length
2827,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller,28,"Astronaut's Wife, The (1999) Sci-Fi,Thriller","Astronaut's Wife, The (1999) Sci-Fi,Thriller",44
2828,Dudley Do-Right (1999),Children's|Comedy,22,"Dudley Do-Right (1999) Children's,Comedy","Dudley Do-Right (1999) Children's,Comedy",40
2829,"Muse, The (1999)",Comedy|Drama,16,"Muse, The (1999) Comedy,Drama","Muse, The (1999) Comedy,Drama",29
2830,Cabaret Balkan (Bure Baruta) (1998),Drama,35,Cabaret Balkan (Bure Baruta) (1998) Drama,Cabaret Balkan (Bure Baruta) (1998) Drama,41
2831,"Dog of Flanders, A (1999)",Drama,25,"Dog of Flanders, A (1999) Drama","Dog of Flanders, A (1999) Drama",31
2832,"Lost Son, The (1999)",Drama,20,"Lost Son, The (1999) Drama","Lost Son, The (1999) Drama",26
2833,Lucie Aubrac (1997),Romance|War,19,"Lucie Aubrac (1997) Romance,War","Lucie Aubrac (1997) Romance,War",31
2834,"Very Thought of You, The (1998)",Comedy|Romance,31,"Very Thought of You, The (1998) Comedy,Romance","Very Thought of You, The (1998) Comedy,Romance",46
2835,Chill Factor (1999),Action|Thriller,19,"Chill Factor (1999) Action,Thriller","Chill Factor (1999) Action,Thriller",35
2836,Outside Providence (1999),Comedy,25,Outside Providence (1999) Comedy,Outside Providence (1999) Comedy,32
2837,Bedrooms & Hallways (1998),Comedy|Romance,26,"Bedrooms & Hallways (1998) Comedy,Romance","Bedrooms & Hallways (1998) Comedy,Romance",41
2838,I Woke Up Early the Day I Died (1998),Comedy,37,I Woke Up Early the Day I Died (1998) Comedy,I Woke Up Early the Day I Died (1998) Comedy,44
2839,West Beirut (West Beyrouth) (1998),Drama,34,West Beirut (West Beyrouth) (1998) Drama,West Beirut (West Beyrouth) (1998) Drama,40
2840,Stigmata (1999),Thriller,15,Stigmata (1999) Thriller,Stigmata (1999) Thriller,24
2841,Stir of Echoes (1999),Thriller,21,Stir of Echoes (1999) Thriller,Stir of Echoes (1999) Thriller,30
2842,Best Laid Plans (1999),Crime|Drama,22,"Best Laid Plans (1999) Crime,Drama","Best Laid Plans (1999) Crime,Drama",34
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,52,"Black Cat, White Cat (Crna macka, beli macor) (1998) Comedy,Romance","Black Cat, White Cat (Crna macka, beli macor) (1998) Comedy,Romance",67
2844,"Minus Man, The (1999)",Drama|Mystery,21,"Minus Man, The (1999) Drama,Mystery","Minus Man, The (1999) Drama,Mystery",35
2845,White Boys (1999),Drama,17,White Boys (1999) Drama,White Boys (1999) Drama,23
2846,"Adventures of Milo and Otis, The (1986)",Children's,39,"Adventures of Milo and Otis, The (1986) Children's","Adventures of Milo and Otis, The (1986) Children's",50
2847,Only Angels Have Wings (1939),Drama,29,Only Angels Have Wings (1939) Drama,Only Angels Have Wings (1939) Drama,35
2848,Othello (1952),Drama,14,Othello (1952) Drama,Othello (1952) Drama,20
2849,Queens Logic (1991),Comedy|Drama,19,"Queens Logic (1991) Comedy,Drama","Queens Logic (1991) Comedy,Drama",32
2850,Public Access (1993),Drama|Thriller,20,"Public Access (1993) Drama,Thriller","Public Access (1993) Drama,Thriller",35
2851,Saturn 3 (1979),Adventure|Sci-Fi|Thriller,15,"Saturn 3 (1979) Adventure,Sci-Fi,Thriller","Saturn 3 (1979) Adventure,Sci-Fi,Thriller",41
2852,"Soldier's Story, A (1984)",Drama,25,"Soldier's Story, A (1984) Drama","Soldier's Story, A (1984) Drama",31
2853,"Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977)",Horror,56,"Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977) Horror","Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977) Horror",63
2854,Don't Look in the Basement! (1973),Horror,34,Don't Look in the Basement! (1973) Horror,Don't Look in the Basement! (1973) Horror,41
2855,Nightmares (1983),Horror,17,Nightmares (1983) Horror,Nightmares (1983) Horror,24
2856,I Saw What You Did (1965),Thriller,25,I Saw What You Did (1965) Thriller,I Saw What You Did (1965) Thriller,34
2857,Yellow Submarine (1968),Animation|Musical,23,"Yellow Submarine (1968) Animation,Musical","Yellow Submarine (1968) Animation,Musical",41
2858,American Beauty (1999),Comedy|Drama,22,"American Beauty (1999) Comedy,Drama","American Beauty (1999) Comedy,Drama",35
2859,Stop Making Sense (1984),Documentary,24,Stop Making Sense (1984) Documentary,Stop Making Sense (1984) Documentary,36
2860,Blue Streak (1999),Comedy,18,Blue Streak (1999) Comedy,Blue Streak (1999) Comedy,25
2861,For Love of the Game (1999),Comedy|Drama,27,"For Love of the Game (1999) Comedy,Drama","For Love of the Game (1999) Comedy,Drama",40
2862,Caligula (1980),Drama,15,Caligula (1980) Drama,Caligula (1980) Drama,21
2863,"Hard Day's Night, A (1964)",Comedy|Musical,26,"Hard Day's Night, A (1964) Comedy,Musical","Hard Day's Night, A (1964) Comedy,Musical",41
2864,Splendor (1999),Comedy,15,Splendor (1999) Comedy,Splendor (1999) Comedy,22
2865,Sugar Town (1999),Comedy,17,Sugar Town (1999) Comedy,Sugar Town (1999) Comedy,24
2866,"Buddy Holly Story, The (1978)",Drama,29,"Buddy Holly Story, The (1978) Drama","Buddy Holly Story, The (1978) Drama",35
2867,Fright Night (1985),Comedy|Horror,19,"Fright Night (1985) Comedy,Horror","Fright Night (1985) Comedy,Horror",33
2868,Fright Night Part II (1989),Horror,27,Fright Night Part II (1989) Horror,Fright Night Part II (1989) Horror,34
2869,"Separation, The (La Séparation) (1994)",Drama,38,"Separation, The (La Séparation) (1994) Drama","Separation, The (La Séparation) (1994) Drama",44
2870,Barefoot in the Park (1967),Comedy,27,Barefoot in the Park (1967) Comedy,Barefoot in the Park (1967) Comedy,34
2871,Deliverance (1972),Adventure|Thriller,18,"Deliverance (1972) Adventure,Thriller","Deliverance (1972) Adventure,Thriller",37
2872,Excalibur (1981),Action|Drama|Fantasy|Romance,16,"Excalibur (1981) Action,Drama,Fantasy,Romance","Excalibur (1981) Action,Drama,Fantasy,Romance",45
2873,Lulu on the Bridge (1998),Drama|Mystery|Romance,25,"Lulu on the Bridge (1998) Drama,Mystery,Romance","Lulu on the Bridge (1998) Drama,Mystery,Romance",47
2874,"Pajama Game, The (1957)",Comedy,23,"Pajama Game, The (1957) Comedy","Pajama Game, The (1957) Comedy",30
2875,Sommersby (1993),Drama|Mystery|Romance,16,"Sommersby (1993) Drama,Mystery,Romance","Sommersby (1993) Drama,Mystery,Romance",38
2876,Thumbelina (1994),Animation|Children's,17,"Thumbelina (1994) Animation,Children's","Thumbelina (1994) Animation,Children's",38
2877,Tommy (1975),Drama|Musical,12,"Tommy (1975) Drama,Musical","Tommy (1975) Drama,Musical",26
2878,Hell Night (1981),Horror,17,Hell Night (1981) Horror,Hell Night (1981) Horror,24
2879,Operation Condor (Feiying gaiwak) (1990),Action|Adventure|Comedy,40,"Operation Condor (Feiying gaiwak) (1990) Action,Adventure,Comedy","Operation Condor (Feiying gaiwak) (1990) Action,Adventure,Comedy",64
2880,Operation Condor 2 (Longxiong hudi) (1990),Action|Adventure|Comedy,42,"Operation Condor 2 (Longxiong hudi) (1990) Action,Adventure,Comedy","Operation Condor 2 (Longxiong hudi) (1990) Action,Adventure,Comedy",66
2881,Double Jeopardy (1999),Action|Thriller,22,"Double Jeopardy (1999) Action,Thriller","Double Jeopardy (1999) Action,Thriller",38
2882,Jakob the Liar (1999),Drama,21,Jakob the Liar (1999) Drama,Jakob the Liar (1999) Drama,27
2883,Mumford (1999),Comedy,14,Mumford (1999) Comedy,Mumford (1999) Comedy,21
2884,Dog Park (1998),Comedy|Romance,15,"Dog Park (1998) Comedy,Romance","Dog Park (1998) Comedy,Romance",30
2885,Guinevere (1999),Drama|Romance,16,"Guinevere (1999) Drama,Romance","Guinevere (1999) Drama,Romance",30
2886,"Adventures of Elmo in Grouchland, The (1999)",Children's|Comedy,44,"Adventures of Elmo in Grouchland, The (1999) Children's,Comedy","Adventures of Elmo in Grouchland, The (1999) Children's,Comedy",62
2887,Simon Sez (1999),Drama,16,Simon Sez (1999) Drama,Simon Sez (1999) Drama,22
2888,Drive Me Crazy (1999),Comedy|Romance,21,"Drive Me Crazy (1999) Comedy,Romance","Drive Me Crazy (1999) Comedy,Romance",36
2889,"Mystery, Alaska (1999)",Comedy,22,"Mystery, Alaska (1999) Comedy","Mystery, Alaska (1999) Comedy",29
2890,Three Kings (1999),Drama|War,18,"Three Kings (1999) Drama,War","Three Kings (1999) Drama,War",28
2891,"Happy, Texas (1999)",Comedy,19,"Happy, Texas (1999) Comedy","Happy, Texas (1999) Comedy",26
2892,New Rose Hotel (1998),Action|Drama,21,"New Rose Hotel (1998) Action,Drama","New Rose Hotel (1998) Action,Drama",34
2893,Plunkett & MaCleane (1999),Action|Drama,26,"Plunkett & MaCleane (1999) Action,Drama","Plunkett & MaCleane (1999) Action,Drama",39
2894,Romance (1999),Drama|Romance,14,"Romance (1999) Drama,Romance","Romance (1999) Drama,Romance",28
2895,Napoleon and Samantha (1972),Adventure,28,Napoleon and Samantha (1972) Adventure,Napoleon and Samantha (1972) Adventure,38
2896,Alvarez Kelly (1966),Western,20,Alvarez Kelly (1966) Western,Alvarez Kelly (1966) Western,28
2897,And the Ship Sails On (E la nave va) (1984),Comedy|War,43,"And the Ship Sails On (E la nave va) (1984) Comedy,War","And the Ship Sails On (E la nave va) (1984) Comedy,War",54
2898,"Dark Half, The (1993)",Horror|Mystery,21,"Dark Half, The (1993) Horror,Mystery","Dark Half, The (1993) Horror,Mystery",36
2899,Gulliver's Travels (1939),Adventure|Animation|Children's,25,"Gulliver's Travels (1939) Adventure,Animation,Children's","Gulliver's Travels (1939) Adventure,Animation,Children's",56
2900,Monkey Shines (1988),Horror|Sci-Fi,20,"Monkey Shines (1988) Horror,Sci-Fi","Monkey Shines (1988) Horror,Sci-Fi",34
2901,Phantasm (1979),Horror|Sci-Fi,15,"Phantasm (1979) Horror,Sci-Fi","Phantasm (1979) Horror,Sci-Fi",29
2902,Psycho II (1983),Horror|Thriller,16,"Psycho II (1983) Horror,Thriller","Psycho II (1983) Horror,Thriller",32
2903,Psycho III (1986),Horror|Thriller,17,"Psycho III (1986) Horror,Thriller","Psycho III (1986) Horror,Thriller",33
2904,Rain (1932),Drama,11,Rain (1932) Drama,Rain (1932) Drama,17
2905,Sanjuro (1962),Action|Adventure,14,"Sanjuro (1962) Action,Adventure","Sanjuro (1962) Action,Adventure",31
2906,Random Hearts (1999),Drama|Romance,20,"Random Hearts (1999) Drama,Romance","Random Hearts (1999) Drama,Romance",34
2907,Superstar (1999),Comedy,16,Superstar (1999) Comedy,Superstar (1999) Comedy,23
2908,Boys Don't Cry (1999),Drama,21,Boys Don't Cry (1999) Drama,Boys Don't Cry (1999) Drama,27
2909,"Five Wives, Three Secretaries and Me (1998)",Documentary,43,"Five Wives, Three Secretaries and Me (1998) Documentary","Five Wives, Three Secretaries and Me (1998) Documentary",55
2910,"Ennui, L' (1998)",Drama|Romance,16,"Ennui, L' (1998) Drama,Romance","Ennui, L' (1998) Drama,Romance",30
2911,"Grandfather, The (El Abuelo) (1998)",Drama,35,"Grandfather, The (El Abuelo) (1998) Drama","Grandfather, The (El Abuelo) (1998) Drama",41
2912,"Limey, The (1999)",Action|Crime|Drama,17,"Limey, The (1999) Action,Crime,Drama","Limey, The (1999) Action,Crime,Drama",36
2913,"Mating Habits of the Earthbound Human, The (1998)",Comedy,49,"Mating Habits of the Earthbound Human, The (1998) Comedy","Mating Habits of the Earthbound Human, The (1998) Comedy",56
2914,Molly (1999),Comedy|Drama,12,"Molly (1999) Comedy,Drama","Molly (1999) Comedy,Drama",25
2915,Risky Business (1983),Comedy,21,Risky Business (1983) Comedy,Risky Business (1983) Comedy,28
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,19,"Total Recall (1990) Action,Adventure,Sci-Fi,Thriller","Total Recall (1990) Action,Adventure,Sci-Fi,Thriller",52
2917,Body Heat (1981),Crime|Thriller,16,"Body Heat (1981) Crime,Thriller","Body Heat (1981) Crime,Thriller",31
2918,Ferris Bueller's Day Off (1986),Comedy,31,Ferris Bueller's Day Off (1986) Comedy,Ferris Bueller's Day Off (1986) Comedy,38
2919,Year of Living Dangerously (1982),Drama|Romance,33,"Year of Living Dangerously (1982) Drama,Romance","Year of Living Dangerously (1982) Drama,Romance",47
2920,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance,52,"Children of Paradise (Les enfants du paradis) (1945) Drama,Romance","Children of Paradise (Les enfants du paradis) (1945) Drama,Romance",66
2921,High Plains Drifter (1972),Western,26,High Plains Drifter (1972) Western,High Plains Drifter (1972) Western,34
2922,Hang 'em High (1967),Western,20,Hang 'em High (1967) Western,Hang 'em High (1967) Western,28
2923,Citizen's Band (a.k.a. Handle with Care) (1977),Comedy,47,Citizen's Band (a.k.a. Handle with Care) (1977) Comedy,Citizen's Band (a.k.a. Handle with Care) (1977) Comedy,54
2924,Drunken Master (Zui quan) (1979),Action|Comedy,32,"Drunken Master (Zui quan) (1979) Action,Comedy","Drunken Master (Zui quan) (1979) Action,Comedy",46
2925,"Conformist, The (Il Conformista) (1970)",Drama,39,"Conformist, The (Il Conformista) (1970) Drama","Conformist, The (Il Conformista) (1970) Drama",45
2926,Hairspray (1988),Comedy|Drama,16,"Hairspray (1988) Comedy,Drama","Hairspray (1988) Comedy,Drama",29
2927,Brief Encounter (1946),Drama|Romance,22,"Brief Encounter (1946) Drama,Romance","Brief Encounter (1946) Drama,Romance",36
2928,"Razor's Edge, The (1984)",Drama,24,"Razor's Edge, The (1984) Drama","Razor's Edge, The (1984) Drama",30
2929,Reds (1981),Drama,11,Reds (1981) Drama,Reds (1981) Drama,17
2930,Return with Honor (1998),Documentary,24,Return with Honor (1998) Documentary,Return with Honor (1998) Documentary,36
2931,Time of the Gypsies (Dom za vesanje) (1989),Drama,43,Time of the Gypsies (Dom za vesanje) (1989) Drama,Time of the Gypsies (Dom za vesanje) (1989) Drama,49
2932,Days of Heaven (1978),Drama,21,Days of Heaven (1978) Drama,Days of Heaven (1978) Drama,27
2933,"Fire Within, The (Le Feu Follet) (1963)",Drama,39,"Fire Within, The (Le Feu Follet) (1963) Drama","Fire Within, The (Le Feu Follet) (1963) Drama",45
2934,"Love Bewitched, A (El Amor Brujo) (1986)",Musical,40,"Love Bewitched, A (El Amor Brujo) (1986) Musical","Love Bewitched, A (El Amor Brujo) (1986) Musical",48
2935,"Lady Eve, The (1941)",Comedy|Romance,20,"Lady Eve, The (1941) Comedy,Romance","Lady Eve, The (1941) Comedy,Romance",35
2936,Sullivan's Travels (1942),Comedy,25,Sullivan's Travels (1942) Comedy,Sullivan's Travels (1942) Comedy,32
2937,"Palm Beach Story, The (1942)",Comedy,28,"Palm Beach Story, The (1942) Comedy","Palm Beach Story, The (1942) Comedy",35
2938,Man Facing Southeast (Hombre Mirando al Sudeste) (1986),Drama,55,Man Facing Southeast (Hombre Mirando al Sudeste) (1986) Drama,Man Facing Southeast (Hombre Mirando al Sudeste) (1986) Drama,61
2939,Niagara (1953),Drama|Thriller,14,"Niagara (1953) Drama,Thriller","Niagara (1953) Drama,Thriller",29
2940,Gilda (1946),Film-Noir,12,Gilda (1946) Film-Noir,Gilda (1946) Film-Noir,22
2941,South Pacific (1958),Musical|Romance|War,20,"South Pacific (1958) Musical,Romance,War","South Pacific (1958) Musical,Romance,War",40
2942,Flashdance (1983),Drama|Romance,17,"Flashdance (1983) Drama,Romance","Flashdance (1983) Drama,Romance",31
2943,Indochine (1992),Drama|Romance,16,"Indochine (1992) Drama,Romance","Indochine (1992) Drama,Romance",30
2944,"Dirty Dozen, The (1967)",Action|War,23,"Dirty Dozen, The (1967) Action,War","Dirty Dozen, The (1967) Action,War",34
2945,Mike's Murder (1984),Mystery,20,Mike's Murder (1984) Mystery,Mike's Murder (1984) Mystery,28
2946,Help! (1965),Comedy|Musical,12,"Help! (1965) Comedy,Musical","Help! (1965) Comedy,Musical",27
2947,Goldfinger (1964),Action,17,Goldfinger (1964) Action,Goldfinger (1964) Action,24
2948,From Russia with Love (1963),Action,28,From Russia with Love (1963) Action,From Russia with Love (1963) Action,35
2949,Dr. No (1962),Action,13,Dr. No (1962) Action,Dr. No (1962) Action,20
2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,23,"Blue Lagoon, The (1980) Adventure,Drama,Romance","Blue Lagoon, The (1980) Adventure,Drama,Romance",47
2951,"Fistful of Dollars, A (1964)",Action|Western,28,"Fistful of Dollars, A (1964) Action,Western","Fistful of Dollars, A (1964) Action,Western",43
2952,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",Crime|Thriller,48,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996) Crime,Thriller","Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996) Crime,Thriller",63
2953,Home Alone 2: Lost in New York (1992),Children's|Comedy,37,"Home Alone 2: Lost in New York (1992) Children's,Comedy","Home Alone 2: Lost in New York (1992) Children's,Comedy",55
2954,Penitentiary (1979),Drama,19,Penitentiary (1979) Drama,Penitentiary (1979) Drama,25
2955,Penitentiary II (1982),Drama,22,Penitentiary II (1982) Drama,Penitentiary II (1982) Drama,28
2956,Someone to Watch Over Me (1987),Action|Crime|Thriller,31,"Someone to Watch Over Me (1987) Action,Crime,Thriller","Someone to Watch Over Me (1987) Action,Crime,Thriller",53
2957,Sparrows (1926),Drama,15,Sparrows (1926) Drama,Sparrows (1926) Drama,21
2958,Naturally Native (1998),Drama,23,Naturally Native (1998) Drama,Naturally Native (1998) Drama,29
2959,Fight Club (1999),Drama,17,Fight Club (1999) Drama,Fight Club (1999) Drama,23
2960,Beefcake (1999),Drama,15,Beefcake (1999) Drama,Beefcake (1999) Drama,21
2961,"Story of Us, The (1999)",Comedy|Drama,23,"Story of Us, The (1999) Comedy,Drama","Story of Us, The (1999) Comedy,Drama",36
2962,Fever Pitch (1997),Comedy|Romance,18,"Fever Pitch (1997) Comedy,Romance","Fever Pitch (1997) Comedy,Romance",33
2963,Joe the King (1999),Crime|Drama,19,"Joe the King (1999) Crime,Drama","Joe the King (1999) Crime,Drama",31
2964,Julien Donkey-Boy (1999),Drama,24,Julien Donkey-Boy (1999) Drama,Julien Donkey-Boy (1999) Drama,30
2965,"Omega Code, The (1999)",Action,22,"Omega Code, The (1999) Action","Omega Code, The (1999) Action",29
2966,"Straight Story, The (1999)",Drama,26,"Straight Story, The (1999) Drama","Straight Story, The (1999) Drama",32
2967,"Bad Seed, The (1956)",Drama|Thriller,20,"Bad Seed, The (1956) Drama,Thriller","Bad Seed, The (1956) Drama,Thriller",35
2968,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,19,"Time Bandits (1981) Adventure,Fantasy,Sci-Fi","Time Bandits (1981) Adventure,Fantasy,Sci-Fi",44
2969,"Man and a Woman, A (Un Homme et une Femme) (1966)",Drama|Romance,49,"Man and a Woman, A (Un Homme et une Femme) (1966) Drama,Romance","Man and a Woman, A (Un Homme et une Femme) (1966) Drama,Romance",63
2970,Fitzcarraldo (1982),Adventure|Drama,19,"Fitzcarraldo (1982) Adventure,Drama","Fitzcarraldo (1982) Adventure,Drama",35
2971,All That Jazz (1979),Musical,20,All That Jazz (1979) Musical,All That Jazz (1979) Musical,28
2972,Red Sorghum (Hong Gao Liang) (1987),Drama|War,35,"Red Sorghum (Hong Gao Liang) (1987) Drama,War","Red Sorghum (Hong Gao Liang) (1987) Drama,War",45
2973,Crimes and Misdemeanors (1989),Comedy,30,Crimes and Misdemeanors (1989) Comedy,Crimes and Misdemeanors (1989) Comedy,37
2974,Bats (1999),Horror|Thriller,11,"Bats (1999) Horror,Thriller","Bats (1999) Horror,Thriller",27
2975,"Best Man, The (1999)",Drama,20,"Best Man, The (1999) Drama","Best Man, The (1999) Drama",26
2976,Bringing Out the Dead (1999),Drama|Horror,28,"Bringing Out the Dead (1999) Drama,Horror","Bringing Out the Dead (1999) Drama,Horror",41
2977,Crazy in Alabama (1999),Comedy|Drama,23,"Crazy in Alabama (1999) Comedy,Drama","Crazy in Alabama (1999) Comedy,Drama",36
2978,Three to Tango (1999),Comedy|Romance,21,"Three to Tango (1999) Comedy,Romance","Three to Tango (1999) Comedy,Romance",36
2979,Body Shots (1999),Drama,17,Body Shots (1999) Drama,Body Shots (1999) Drama,23
2980,Men Cry Bullets (1997),Drama,22,Men Cry Bullets (1997) Drama,Men Cry Bullets (1997) Drama,28
2981,"Brother, Can You Spare a Dime? (1975)",Documentary,37,"Brother, Can You Spare a Dime? (1975) Documentary","Brother, Can You Spare a Dime? (1975) Documentary",49
2982,"Guardian, The (1990)",Horror|Thriller,20,"Guardian, The (1990) Horror,Thriller","Guardian, The (1990) Horror,Thriller",36
2983,"Ipcress File, The (1965)",Thriller,24,"Ipcress File, The (1965) Thriller","Ipcress File, The (1965) Thriller",33
2984,On Any Sunday (1971),Documentary,20,On Any Sunday (1971) Documentary,On Any Sunday (1971) Documentary,32
2985,Robocop (1987),Action|Crime|Sci-Fi,14,"Robocop (1987) Action,Crime,Sci-Fi","Robocop (1987) Action,Crime,Sci-Fi",34
2986,Robocop 2 (1990),Action|Crime|Sci-Fi,16,"Robocop 2 (1990) Action,Crime,Sci-Fi","Robocop 2 (1990) Action,Crime,Sci-Fi",36
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,31,"Who Framed Roger Rabbit? (1988) Adventure,Animation,Film-Noir","Who Framed Roger Rabbit? (1988) Adventure,Animation,Film-Noir",61
2988,Melvin and Howard (1980),Drama,24,Melvin and Howard (1980) Drama,Melvin and Howard (1980) Drama,30
2989,For Your Eyes Only (1981),Action,25,For Your Eyes Only (1981) Action,For Your Eyes Only (1981) Action,32
2990,Licence to Kill (1989),Action,22,Licence to Kill (1989) Action,Licence to Kill (1989) Action,29
2991,Live and Let Die (1973),Action,23,Live and Let Die (1973) Action,Live and Let Die (1973) Action,30
2992,Rawhead Rex (1986),Horror|Thriller,18,"Rawhead Rex (1986) Horror,Thriller","Rawhead Rex (1986) Horror,Thriller",34
2993,Thunderball (1965),Action,18,Thunderball (1965) Action,Thunderball (1965) Action,25
2994,"City, The (1998)",Drama,16,"City, The (1998) Drama","City, The (1998) Drama",22
2995,"House on Haunted Hill, The (1999)",Horror,33,"House on Haunted Hill, The (1999) Horror","House on Haunted Hill, The (1999) Horror",40
2996,Music of the Heart (1999),Drama,25,Music of the Heart (1999) Drama,Music of the Heart (1999) Drama,31
2997,Being John Malkovich (1999),Comedy,27,Being John Malkovich (1999) Comedy,Being John Malkovich (1999) Comedy,34
2998,Dreaming of Joseph Lees (1998),Romance,30,Dreaming of Joseph Lees (1998) Romance,Dreaming of Joseph Lees (1998) Romance,38
2999,Man of the Century (1999),Comedy,25,Man of the Century (1999) Comedy,Man of the Century (1999) Comedy,32
3000,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation,45,"Princess Mononoke, The (Mononoke Hime) (1997) Action,Adventure,Animation","Princess Mononoke, The (Mononoke Hime) (1997) Action,Adventure,Animation",72
3001,"Suburbans, The (1999)",Drama,21,"Suburbans, The (1999) Drama","Suburbans, The (1999) Drama",27
3002,My Best Fiend (Mein liebster Feind) (1999),Documentary,42,My Best Fiend (Mein liebster Feind) (1999) Documentary,My Best Fiend (Mein liebster Feind) (1999) Documentary,54
3003,Train of Life (Train De Vie) (1998),Comedy|Drama,35,"Train of Life (Train De Vie) (1998) Comedy,Drama","Train of Life (Train De Vie) (1998) Comedy,Drama",48
3004,"Bachelor, The (1999)",Comedy|Romance,20,"Bachelor, The (1999) Comedy,Romance","Bachelor, The (1999) Comedy,Romance",35
3005,"Bone Collector, The (1999)",Thriller,26,"Bone Collector, The (1999) Thriller","Bone Collector, The (1999) Thriller",35
3006,"Insider, The (1999)",Drama,19,"Insider, The (1999) Drama","Insider, The (1999) Drama",25
3007,American Movie (1999),Documentary,21,American Movie (1999) Documentary,American Movie (1999) Documentary,33
3008,Last Night (1998),Thriller,17,Last Night (1998) Thriller,Last Night (1998) Thriller,26
3009,Portraits Chinois (1996),Drama,24,Portraits Chinois (1996) Drama,Portraits Chinois (1996) Drama,30
3010,Rosetta (1999),Drama,14,Rosetta (1999) Drama,Rosetta (1999) Drama,20
3011,"They Shoot Horses, Don't They? (1969)",Drama,37,"They Shoot Horses, Don't They? (1969) Drama","They Shoot Horses, Don't They? (1969) Drama",43
3012,Battling Butler (1926),Comedy,22,Battling Butler (1926) Comedy,Battling Butler (1926) Comedy,29
3013,Bride of Re-Animator (1990),Comedy|Horror,27,"Bride of Re-Animator (1990) Comedy,Horror","Bride of Re-Animator (1990) Comedy,Horror",41
3014,Bustin' Loose (1981),Comedy,20,Bustin' Loose (1981) Comedy,Bustin' Loose (1981) Comedy,27
3015,Coma (1978),Thriller,11,Coma (1978) Thriller,Coma (1978) Thriller,20
3016,Creepshow (1982),Horror,16,Creepshow (1982) Horror,Creepshow (1982) Horror,23
3017,Creepshow 2 (1987),Horror,18,Creepshow 2 (1987) Horror,Creepshow 2 (1987) Horror,25
3018,Re-Animator (1985),Horror,18,Re-Animator (1985) Horror,Re-Animator (1985) Horror,25
3019,Drugstore Cowboy (1989),Crime|Drama,23,"Drugstore Cowboy (1989) Crime,Drama","Drugstore Cowboy (1989) Crime,Drama",35
3020,Falling Down (1993),Action|Drama,19,"Falling Down (1993) Action,Drama","Falling Down (1993) Action,Drama",32
3021,"Funhouse, The (1981)",Horror,20,"Funhouse, The (1981) Horror","Funhouse, The (1981) Horror",27
3022,"General, The (1927)",Comedy,19,"General, The (1927) Comedy","General, The (1927) Comedy",26
3023,My Best Girl (1927),Comedy|Romance,19,"My Best Girl (1927) Comedy,Romance","My Best Girl (1927) Comedy,Romance",34
3024,Piranha (1978),Horror|Sci-Fi,14,"Piranha (1978) Horror,Sci-Fi","Piranha (1978) Horror,Sci-Fi",28
3025,Rough Night in Jericho (1967),Western,29,Rough Night in Jericho (1967) Western,Rough Night in Jericho (1967) Western,37
3026,Slaughterhouse (1987),Horror,21,Slaughterhouse (1987) Horror,Slaughterhouse (1987) Horror,28
3027,Slaughterhouse 2 (1988),Horror,23,Slaughterhouse 2 (1988) Horror,Slaughterhouse 2 (1988) Horror,30
3028,"Taming of the Shrew, The (1967)",Comedy,31,"Taming of the Shrew, The (1967) Comedy","Taming of the Shrew, The (1967) Comedy",38
3029,Nighthawks (1981),Action|Drama,17,"Nighthawks (1981) Action,Drama","Nighthawks (1981) Action,Drama",30
3030,Yojimbo (1961),Comedy|Drama|Western,14,"Yojimbo (1961) Comedy,Drama,Western","Yojimbo (1961) Comedy,Drama,Western",35
3031,Repossessed (1990),Comedy,18,Repossessed (1990) Comedy,Repossessed (1990) Comedy,25
3032,"Omega Man, The (1971)",Sci-Fi,21,"Omega Man, The (1971) Sci-Fi","Omega Man, The (1971) Sci-Fi",28
3033,Spaceballs (1987),Comedy|Sci-Fi,17,"Spaceballs (1987) Comedy,Sci-Fi","Spaceballs (1987) Comedy,Sci-Fi",31
3034,Robin Hood (1973),Animation|Children's,17,"Robin Hood (1973) Animation,Children's","Robin Hood (1973) Animation,Children's",38
3035,Mister Roberts (1955),Comedy|Drama|War,21,"Mister Roberts (1955) Comedy,Drama,War","Mister Roberts (1955) Comedy,Drama,War",38
3036,Quest for Fire (1981),Adventure,21,Quest for Fire (1981) Adventure,Quest for Fire (1981) Adventure,31
3037,Little Big Man (1970),Comedy|Drama|Western,21,"Little Big Man (1970) Comedy,Drama,Western","Little Big Man (1970) Comedy,Drama,Western",42
